Artist,Listeners,Peak,Peak_Listeners
Sufjan Stevens,"9,140,934",841,"10,726,112"
Willie Colón,"9,135,130",898,"11,231,664"
Kenny Rogers,"9,129,106",842,"10,796,353"
James Blake,"9,118,822",582,"12,512,105"
Carla Morrison,"9,112,513",565,"11,635,580"
Simple Minds,"9,104,054",937,"9,745,879"
Kool & The Gang,"9,090,677",875,"10,031,067"
Avery Anna,"9,088,516",1149,"9,088,516"
ELENA ROSE,"9,085,646",1050,"9,702,100"
Alice In Chains,"9,081,853",1032,"9,331,524"
RÜFÜS DU SOL,"9,075,709",1036,"9,650,200"
BABYMONSTER,"9,067,748",953,"10,072,324"
Smash Mouth,"9,055,672",817,"11,323,052"
Sonny Fodera,"9,046,140",1154,"9,046,140"
Javed-Mohsin,"9,035,453",782,"10,392,053"
Nusrat Fateh Ali Khan,"9,032,910",974,"9,032,910"
The Doobie Brothers,"9,010,828",706,"12,568,883"
Bazzi,"8,996,090",428,"14,609,192"
Nina Simone,"8,988,478",990,"9,752,031"
Ilaiyaraaja,"8,984,381",1108,"8,984,381"
Of Monsters and Men,"8,973,967",958,"9,840,281"
Jorsshh,"8,969,923",1163,"8,969,923"
Sidhu Moose Wala,"8,969,911",637,"11,847,588"
Mc Rodrigo do CN,"8,963,319",1157,"9,044,172"
Luny Tunes,"8,959,321",1152,"9,023,142"
BENNETT,"8,959,006",603,"13,437,506"
Kenia OS,"8,956,592",634,"13,784,879"
MixSingh,"8,951,579",1093,"9,608,882"
The Black Keys,"8,945,240",621,"13,313,966"
Little Simz,"8,942,654",693,"12,740,528"
Otis Redding,"8,940,082",468,"16,801,154"
Belanova,"8,935,090",787,"10,413,819"
Dhanush,"8,934,242",1021,"9,866,845"
alt-J,"8,933,939",843,"10,387,663"
Guru Randhawa,"8,933,472",715,"10,872,244"
Vintage Culture,"8,929,181",961,"10,029,332"
Sorriso Maroto,"8,922,440",1053,"9,893,388"
Clave Especial,"8,919,794",1081,"9,780,206"
Lauana Prado,"8,912,065",760,"11,452,065"
Lijo George-Dj Chetas,"8,908,946",1094,"9,432,321"
4 Non Blondes,"8,904,245",1135,"8,904,245"
Cafuné,"8,900,774",1118,"9,272,854"
Grey,"8,898,618",913,"9,761,928"
Maisak,"8,896,778",1011,"9,911,623"
Flo Milli,"8,894,593",262,"22,109,344"
Israel & Rodolffo,"8,885,277",656,"11,805,143"
Kalmi,"8,885,185",468,"16,934,279"
Sleepy Hallow,"8,877,897",717,"11,449,893"
Nate Smith,"8,875,072",877,"10,843,323"
Icona Pop,"8,868,924",597,"13,570,205"
Ozzy Osbourne,"8,865,642",805,"10,761,665"
El Malilla,"8,857,002",1142,"9,301,048"
MNEK,"8,852,344",451,"13,903,326"
Cody Johnson,"8,845,483",937,"10,274,474"
Last Child,"8,840,526",1014,"9,958,369"
Los Bukis,"8,835,115",1006,"10,308,020"
Randy,"8,828,834",1195,"8,838,551"
Ha*Ash,"8,826,931",978,"9,735,699"
Fiersa Besari,"8,817,633",1154,"8,972,686"
Internet Money,"8,812,343",587,"11,545,527"
Wheatus,"8,807,415",1199,"8,807,919"
Skillet,"8,799,841",906,"10,695,017"
"Tito ""El Bambino""","8,798,731",930,"10,213,056"
Natalie Imbruglia,"8,797,239",862,"11,016,168"
Javed Bashir,"8,790,389",1206,"8,790,389"
Ken Carson,"8,789,485",882,"10,775,792"
ILLENIUM,"8,788,968",570,"12,528,350"
King,"8,782,017",392,"16,307,386"
Chance the Rapper,"8,779,638",623,"10,952,938"
Micro TDH,"8,777,930",732,"11,447,644"
CKay,"8,773,158",429,"15,504,745"
Ricardo Arjona,"8,770,002",838,"9,785,219"
MC Rick,"8,768,662",1214,"8,768,662"
Nas,"8,767,492",547,"13,392,042"
Pawan Singh,"8,759,736",746,"12,240,308"
Naresh Iyer,"8,759,500",1152,"8,759,500"
Norah Jones,"8,753,013",671,"12,891,772"
Naeleck,"8,744,985",654,"12,632,163"
Paradox,"8,744,975",1175,"8,876,257"
Villano Antillano,"8,744,628",682,"12,701,778"
Matheus Fernandes,"8,734,107",678,"12,407,534"
Lykke Li,"8,724,785",860,"10,857,162"
Rosa Linn,"8,720,038",213,"22,368,082"
Chris Isaak,"8,702,240",1219,"8,703,203"
Alex Rose,"8,699,247",1156,"9,096,005"
Hailee Steinfeld,"8,696,035",440,"14,217,074"
Descemer Bueno,"8,687,420",1228,"8,687,420"
C. Tangana,"8,683,207",700,"11,454,863"
Selena,"8,677,650",899,"10,536,136"
Anand Raj Anand,"8,676,043",1226,"8,676,043"
Far East Movement,"8,675,219",1232,"8,675,219"
Kenny Loggins,"8,668,447",718,"10,716,636"
HUMBE,"8,652,695",787,"11,828,118"
Ogryzek,"8,650,934",1177,"8,954,491"
Jon Pardi,"8,650,435",849,"10,289,056"
Cristian Castro,"8,645,298",1067,"8,645,298"
Cartel De Santa,"8,640,235",376,"15,547,760"
DENNIS,"8,624,120",432,"17,466,515"
KEVIN ROLDAN,"8,622,759",1028,"8,622,759"
Talking Heads,"8,621,067",760,"12,088,005"
Davido,"8,614,598",1003,"9,480,504"
LXNGVX,"8,614,432",794,"11,384,322"
Meet Bros.,"8,609,600",1115,"8,609,600"
London Symphony Orchestra,"8,609,121",842,"11,208,736"
Chris Lake,"8,608,830",815,"11,248,545"
Two Feet,"8,600,760",856,"9,668,762"
Alemán,"8,596,494",918,"9,172,669"
Good Neighbours,"8,595,819",497,"15,516,763"
Gurinder Gill,"8,592,546",692,"11,301,680"
Filipe Ret,"8,586,358",973,"9,751,661"
Avvy Sra,"8,582,184",978,"9,737,783"
Ray Charles,"8,579,398",849,"11,195,360"
Harshdeep Kaur,"8,577,610",1253,"8,577,610"
Gordo,"8,568,418",1187,"8,713,892"
Lola Indigo,"8,562,916",555,"12,485,738"
Johann Sebastian Bach,"8,561,242",937,"9,859,427"
Starship,"8,549,721",847,"11,197,892"
Pedro Capó,"8,542,825",634,"11,680,899"
Muni Long,"8,542,424",526,"14,925,072"
Majestic,"8,526,486",970,"10,242,016"
MKTO,"8,525,989",831,"11,109,215"
Sam Feldt,"8,521,963",435,"15,313,300"
Willy William,"8,517,841",780,"10,376,125"
Dionela,"8,514,356",1181,"8,857,612"
Emmanuel,"8,513,822",1180,"9,029,153"
Paul Simon,"8,511,452",932,"9,120,134"
Thirty Seconds To Mars,"8,510,217",874,"9,718,710"
Ludwig van Beethoven,"8,504,024",1120,"8,504,545"
Boladin 211,"8,503,710",1270,"8,503,710"
Creepy Nuts,"8,503,208",999,"9,730,260"
Aqua,"8,491,245",61,"41,819,994"
BIGBANG,"8,480,821",1267,"8,485,246"
Loreen,"8,477,915",329,"18,358,956"
Saweetie,"8,466,770",703,"11,523,382"
Orochi,"8,460,441",919,"10,501,022"
Dove Cameron,"8,450,223",367,"15,363,797"
Taiu,"8,447,754",449,"16,743,687"
Vierra,"8,443,415",1198,"8,908,506"
MF DOOM,"8,441,750",1061,"9,588,344"
Ana Gabriel,"8,436,203",911,"10,508,537"
Juan Magán,"8,433,812",986,"9,711,529"
Prashant Pandey,"8,425,300",764,"11,660,260"
Ñejo,"8,422,033",634,"12,006,529"
Shadab Faridi,"8,421,965",584,"12,567,527"
Kodaline,"8,417,130",836,"10,091,624"
Kenya Grace,"8,416,813",107,"32,478,392"
Kansas,"8,416,785",646,"13,264,985"
La Bouche,"8,414,615",645,"13,267,972"
(G)I-DLE,"8,405,476",566,"13,699,591"
Dan + Shay,"8,399,622",388,"18,547,976"
Pamungkas,"8,379,887",1137,"8,906,943"
Majid Jordan,"8,376,021",934,"9,587,875"
Andrés Calamaro,"8,372,811",1128,"9,257,577"
Tim McGraw,"8,370,704",590,"14,643,751"
Ndotz,"8,352,724",542,"15,420,353"
Boza,"8,346,473",892,"10,759,792"
Rise Against,"8,336,330",1158,"8,336,330"
LIT killah,"8,330,045",383,"16,770,036"
KayBlack,"8,329,885",674,"12,399,893"
Chris Jedi,"8,327,202",736,"11,817,178"
Bunny,"8,319,832",1178,"8,926,165"
MC Jvila,"8,318,538",1196,"8,853,798"
UB40,"8,313,932",975,"10,009,316"
Jósean Log,"8,302,209",1217,"8,642,940"
Francesco Yates,"8,298,922",1092,"9,410,405"
Zoé,"8,291,801",1153,"8,315,420"
Brenno & Matheus,"8,286,113",973,"10,521,958"
Kadu Martins,"8,285,465",706,"11,268,989"
FINNEAS,"8,281,774",840,"11,324,344"
Los Temerarios,"8,280,378",1081,"9,173,173"
BØRNS,"8,258,324",820,"10,042,261"
Omar Varela,"8,254,852",1108,"9,139,545"
Faye Webster,"8,253,462",1309,"8,253,462"
Salim Merchant,"8,252,394",1315,"8,252,394"
BUNT.,"8,250,294",1294,"8,292,715"
León Larregui,"8,250,078",1316,"8,250,078"
Gente De Zona,"8,248,234",1162,"8,248,234"
Sofiya Nzau,"8,244,546",832,"11,204,619"
Rajat Nagpal,"8,237,259",794,"10,791,944"
Anuradha Paudwal,"8,228,310",1077,"9,284,108"
MC Cabelinho,"8,228,179",706,"11,710,253"
La Quinta Estacion,"8,222,083",964,"9,990,151"
Elevation Worship,"8,221,161",1293,"8,221,161"
Eric Church,"8,215,868",734,"11,083,348"
Dread Mar I,"8,211,241",912,"9,781,524"
Joey Bada$$,"8,205,175",772,"10,299,380"
Sujatha,"8,203,465",1266,"8,282,720"
Cascada,"8,199,540",964,"9,772,300"
R. City,"8,195,268",1174,"8,642,651"
Vijay Prakash,"8,192,204",1273,"8,313,338"
Boyz II Men,"8,184,578",997,"10,287,493"
Rick Astley,"8,182,534",1171,"8,922,136"
Jim Croce,"8,178,815",909,"10,628,190"
Clayton & Romário,"8,161,682",1280,"8,263,131"
Felipe e Rodrigo,"8,160,453",1076,"9,315,134"
Mötley Crüe,"8,154,203",924,"9,165,803"
Goodboys,"8,142,442",508,"12,349,197"
El Fantasma,"8,140,435",695,"12,208,875"
Two Door Cinema Club,"8,130,719",922,"10,284,678"
Mc Kako,"8,129,577",1136,"9,180,437"
AgroPlay,"8,128,821",736,"10,962,379"
Men I Trust,"8,119,953",844,"10,199,300"
Harrdy Sandhu,"8,110,361",1034,"8,391,170"
Benny Benassi,"8,098,459",896,"9,607,912"
Carlos Rivera,"8,093,903",847,"9,143,637"
Trey Songz,"8,084,848",1091,"8,285,685"
Caralisa Monteiro,"8,083,179",695,"10,073,438"
Fugees,"8,072,568",925,"10,083,894"
A7S,"8,068,083",578,"11,363,223"
Hungria,"8,061,110",949,"9,922,581"
Eddie Santiago,"8,056,800",1327,"8,175,890"
Portugal. The Man,"8,052,246",590,"14,507,187"
Rony Parulian,"8,048,439",1354,"8,048,439"
Nueva H,"8,047,229",1241,"8,691,639"
Whethan,"8,025,334",723,"12,122,814"
Bellakath,"8,025,183",574,"13,805,188"
Connor Price,"8,024,565",908,"10,293,507"
AJR,"8,014,933",576,"11,478,322"
Marc Seguí,"8,008,389",1213,"8,089,217"
Toploader,"8,005,838",1043,"9,701,746"
Mohammed Rafi,"7,998,255",1361,"7,998,255"
Alan Jackson,"7,988,090",884,"10,566,160"
Matuê,"7,986,253",920,"10,210,578"
Gloria Trevi,"7,985,022",1232,"8,428,425"
Gazo,"7,984,708",982,"9,106,967"
Hiten,"7,977,599",1336,"8,278,942"
Ella Eyre,"7,973,130",825,"10,381,165"
Denzel Curry,"7,944,536",985,"9,386,560"
MC Hariel,"7,941,441",810,"11,053,901"
Anyma,"7,916,529",1371,"7,916,529"
David Bisbal,"7,914,178",954,"9,614,542"
Stefflon Don,"7,896,051",1110,"9,116,108"
Jul,"7,893,223",1032,"9,184,258"
Mc Negão Original,"7,892,185",1375,"7,894,038"
HARDY,"7,891,487",798,"11,792,487"
Warren Zeiders,"7,884,219",1201,"8,549,333"
Kelsea Ballerini,"7,879,630",649,"10,785,406"
Aya Nakamura,"7,878,102",734,"10,985,127"
Dent May,"7,877,208",1282,"8,455,438"
The Animals,"7,876,633",1125,"8,758,998"
The Paper Kites,"7,868,898",1012,"9,360,166"
Dusty Springfield,"7,864,418",905,"10,305,065"
Jasmine Sandlas,"7,862,031",1315,"8,172,687"
Zac Brown Band,"7,860,115",654,"11,797,952"
Guaynaa,"7,854,555",923,"8,534,285"
Gerardo Ortiz,"7,854,497",888,"9,489,617"
Los Dos Carnales,"7,853,909",952,"9,759,851"
Duncan Laurence,"7,843,792",847,"9,233,454"
Melendi,"7,841,886",1086,"9,330,997"
Declan McKenna,"7,839,497",947,"10,097,970"
Roy Orbison,"7,827,084",674,"12,770,696"
FMK,"7,823,854",356,"17,577,323"
Suzanne D'Mello,"7,823,563",1182,"8,897,225"
MC Joãozinho VT,"7,820,962",1235,"8,694,845"
Nidji,"7,820,440",1271,"8,364,873"
Wolfgang Amadeus Mozart,"7,808,018",1223,"7,808,018"
Lily Allen,"7,797,743",1183,"8,921,096"
Eric Carmen,"7,796,744",1390,"7,837,488"
Beny Jr,"7,792,744",1263,"8,326,343"
Luciano,"7,789,574",829,"9,205,446"
Danna Paola,"7,783,293",531,"12,298,665"
Mohammed Irfan,"7,781,856",1403,"7,781,856"
Yovie & Nuno,"7,780,190",1348,"8,115,108"
Alan Menken,"7,773,823",753,"10,625,887"
Skylar Grey,"7,770,562",741,"12,185,951"
Rod Wave,"7,768,444",826,"10,144,129"
iZaak,"7,764,151",823,"11,300,905"
YOASOBI,"7,761,236",760,"10,365,956"
Virgoun,"7,761,010",1193,"8,088,223"
Oliver Heldens,"7,760,879",710,"11,081,326"
Pepe Aguilar,"7,750,569",1141,"8,918,584"
DJ Ari SL,"7,738,702",1049,"9,911,671"
MK,"7,733,035",766,"10,623,731"
Sam Cooke,"7,725,884",896,"10,225,079"
Paloma Faith,"7,724,181",579,"11,429,573"
Ivan Cornejo,"7,721,780",1162,"8,816,285"
Xamã,"7,720,829",604,"10,846,179"
Jason Aldean,"7,714,001",698,"11,170,383"
JP Cooper,"7,713,850",826,"8,964,796"
Miguel Bosé,"7,709,485",653,"11,632,240"
KISS OF LIFE,"7,707,166",1371,"8,065,384"
Frédéric Chopin,"7,696,187",1249,"7,696,187"
Ella Mai,"7,695,853",917,"8,167,244"
João Gomes,"7,694,161",791,"11,130,158"
Kaash Paige,"7,688,956",1231,"8,713,803"
Willie Nelson,"7,688,691",568,"14,219,269"
Banda El Recodo,"7,685,552",1086,"8,426,340"
Ash King,"7,685,549",1264,"8,406,572"
The All-American Rejects,"7,681,427",1215,"8,101,795"
Iggy Azalea,"7,679,850",1020,"8,429,721"
Maggie Rogers,"7,679,744",866,"10,798,867"
Cassie,"7,677,555",819,"11,479,357"
Beastie Boys,"7,675,627",776,"10,144,142"
Old Dominion,"7,670,305",944,"10,095,441"
Casper Magico,"7,669,121",936,"9,193,558"
Fireboy DML,"7,666,503",778,"10,491,359"
Sayfalse,"7,665,869",1435,"7,665,869"
Lenin Ramírez,"7,658,026",796,"9,012,853"
Marina Sena,"7,653,838",1304,"8,313,908"
LOUKI,"7,652,205",643,"13,532,847"
Øneheart,"7,651,119",1109,"9,008,648"
Bronski Beat,"7,644,066",1271,"8,473,407"
Iron Maiden,"7,639,396",937,"8,544,793"
Lady A,"7,639,053",878,"8,960,393"
Crystal Castles,"7,638,101",1190,"8,072,734"
Yailin la Mas Viral,"7,630,851",1447,"7,630,851"
Sonder,"7,628,599",1385,"8,006,378"
Veigh,"7,627,600",794,"10,661,265"
Papon,"7,626,467",1450,"7,626,467"
Shreyas Puranik,"7,623,923",589,"13,630,503"
Juss,"7,622,404",1319,"8,355,767"
Colbie Caillat,"7,614,567",824,"10,144,142"
Elyanna,"7,612,535",822,"11,442,037"
Kenshi Yonezu,"7,610,139",1024,"7,785,393"
Charlie Brown Jr.,"7,606,592",1415,"7,756,388"
Faheem Abdullah,"7,601,654",1424,"7,732,669"
Laura Branigan,"7,600,416",1383,"7,838,870"
Teezo Touchdown,"7,598,883",533,"15,597,127"
Soft Cell,"7,596,613",883,"10,785,618"
Anuradha Sriram,"7,594,331",1418,"7,594,331"
Diego & Victor Hugo,"7,590,298",873,"10,584,752"
J Alvarez,"7,586,779",1276,"7,845,045"
IVE,"7,585,714",608,"11,793,543"
LATIN MAFIA,"7,579,938",1009,"9,294,955"
Modjo,"7,569,097",1456,"7,569,097"
Jeremy Zucker,"7,559,342",513,"12,231,275"
salvia palth,"7,556,246",1162,"8,974,957"
Ashnikko,"7,549,543",1098,"9,557,793"
Loud Luxury,"7,545,303",593,"12,238,932"
Def Leppard,"7,543,373",994,"8,333,121"
Ernie Zakri,"7,543,216",1420,"7,875,149"
Jon Z,"7,542,748",1046,"8,483,840"
Andrea Bocelli,"7,538,918",532,"16,445,025"
Ghost,"7,538,892",778,"10,413,273"
Dom Dolla,"7,531,259",1077,"9,249,350"
La Factoria,"7,527,286",1171,"8,226,532"
MC G15,"7,524,445",726,"12,170,289"
Rivo,"7,515,791",912,"10,530,227"
Turma do Pagode,"7,514,820",1265,"8,617,766"
Paulina Rubio,"7,513,451",1085,"7,513,451"
Ramajogayya Sastry,"7,512,016",1292,"8,274,252"
Elvis Crespo,"7,509,058",1105,"9,507,006"
Eve,"7,507,667",1351,"7,507,667"
Ado,"7,505,922",1237,"8,717,575"
Xand Avião,"7,504,446",799,"9,060,333"
Deorro,"7,497,001",952,"9,845,311"
Soundgarden,"7,495,734",1285,"7,954,842"
Pol Granch,"7,492,840",1266,"8,016,252"
Rauhan Malik,"7,490,559",1442,"7,653,184"
Calle 13,"7,485,791",1033,"8,573,634"
Tucker Wetmore,"7,481,799",1276,"7,915,741"
Rio Clappy,"7,480,194",1492,"7,480,194"
Alanis Morissette,"7,478,613",1063,"9,189,304"
Dj GM,"7,476,157",939,"10,170,662"
Fitz and The Tantrums,"7,475,654",756,"11,667,964"
El Padrinito Toys,"7,466,976",985,"10,035,334"
Simple Plan,"7,463,866",1126,"9,192,504"
Adnan Sami,"7,463,064",1493,"7,463,064"
Jimi Hendrix,"7,461,731",791,"9,903,151"
Ade Govinda,"7,450,920",1445,"7,778,565"
Eternxlkz,"7,424,514",937,"10,083,535"
Shouse,"7,423,915",530,"13,218,201"
Shakthisree Gopalan,"7,413,164",1206,"7,855,314"
Lewis Somes,"7,412,553",660,"13,277,154"
The Who,"7,411,841",937,"9,119,495"
Mother Mother,"7,411,591",1008,"8,600,568"
Kevin Kaarl,"7,407,650",1052,"8,492,990"
American Authors,"7,402,729",1078,"8,662,056"
Rusherking,"7,400,776",426,"15,596,238"
Falling In Reverse,"7,398,122",1183,"8,555,264"
Missy Elliott,"7,389,940",622,"11,145,049"
Yasser Desai,"7,386,722",827,"8,738,809"
Estevan Plazola,"7,382,820",1514,"7,382,820"
Fujii Kaze,"7,382,731",584,"11,578,504"
Nat King Cole,"7,382,216",61,"50,429,506"
George Strait,"7,377,490",1052,"9,334,251"
Mainstreet,"7,372,048",781,"11,206,118"
Sublahshini,"7,368,907",1286,"8,479,073"
Chuck Berry,"7,365,423",156,"32,785,665"
Nemzzz,"7,359,609",1468,"7,648,582"
Diana Ross,"7,358,461",957,"8,331,381"
Felipe Araújo,"7,358,342",1351,"8,081,769"
Axwell /\ Ingrosso,"7,352,529",1101,"8,971,879"
Chase & Status,"7,345,747",1031,"9,789,087"
Dhanda Nyoliwala,"7,345,519",1526,"7,345,519"
Aaron May,"7,342,375",884,"10,543,579"
Anggi Marito,"7,330,403",887,"9,510,926"
Kiki Dee,"7,328,482",1212,"8,197,057"
Canserbero,"7,328,339",1412,"7,328,339"
LUM!X,"7,328,061",830,"9,461,438"
The Jackson 5,"7,316,747",150,"31,031,521"
Miranda!,"7,311,874",708,"10,227,443"
Megan Moroney,"7,310,895",1222,"8,793,604"
Matchbox Twenty,"7,310,022",1116,"8,803,686"
Ja Rule,"7,306,790",1266,"7,557,882"
Mustafa Zahid,"7,304,013",1537,"7,304,013"
Franco De Vita,"7,295,606",942,"10,292,039"
Gloria Groove,"7,286,733",1260,"8,448,527"
The Kooks,"7,285,590",1222,"8,151,586"
Pet Shop Boys,"7,283,691",1304,"7,791,541"
Duke Dumont,"7,281,983",1043,"8,520,831"
VYRUS,"7,279,234",1543,"7,279,234"
Mrs. GREEN APPLE,"7,274,186",1499,"7,348,848"
Kordhell,"7,272,785",408,"14,497,317"
Gianluca Grignani,"7,272,250",1546,"7,272,250"
Anand-Milind,"7,267,447",1529,"7,267,447"
Bruno & Marrone,"7,265,387",1153,"9,247,530"
Greeicy,"7,264,991",1283,"7,798,962"
Mani Sharma,"7,259,457",1548,"7,259,457"
Hiphop Tamizha,"7,256,440",1237,"7,686,266"
.Feast,"7,250,874",1552,"7,250,874"
Grupo Niche,"7,249,232",1398,"7,993,581"
Mc Davi,"7,241,089",670,"12,324,247"
Caifanes,"7,238,434",1398,"7,968,722"
Ella Langley,"7,232,209",1263,"8,258,252"
Asake,"7,217,323",821,"11,630,505"
Skepta,"7,210,528",1465,"7,210,528"
Seether,"7,202,945",1382,"7,391,695"
Vidyasagar,"7,202,400",1546,"7,202,400"
Bob Seger,"7,189,329",1155,"8,248,775"
Sal Priadi,"7,184,566",868,"11,088,256"
Supernova Ent,"7,183,034",1046,"8,483,150"
Tom Petty and the Heartbreakers,"7,176,058",949,"10,006,120"
Dhruv,"7,172,258",704,"12,466,780"
DJ Japa NK,"7,161,592",1545,"7,219,831"
Vika Jigulina,"7,160,669",1417,"7,757,592"
Rocío Dúrcal,"7,158,761",1137,"8,926,579"
Hivi!,"7,153,633",1374,"8,002,103"
Conjunto Primavera,"7,152,071",1394,"7,152,071"
Gajendra Verma,"7,150,225",1043,"8,429,794"
Jigar Saraiya,"7,149,221",1409,"7,747,192"
TOMORROW X TOGETHER,"7,145,054",629,"12,038,327"
Air Supply,"7,143,984",1397,"7,538,740"
Sigala,"7,143,722",384,"15,011,420"
2KE,"7,136,708",1196,"8,766,898"
Commodores,"7,133,917",1314,"7,675,896"
Lee Brice,"7,133,751",1012,"8,632,311"
Eddy Lover,"7,132,979",1477,"7,591,279"
Chimbala,"7,130,788",982,"10,068,152"
Paris Paloma,"7,127,011",1581,"7,127,011"
Gilberto Santa Rosa,"7,124,020",1287,"7,869,488"
Mukesh,"7,115,023",1569,"7,130,461"
Liam Payne,"7,114,978",733,"12,364,938"
Niklas Dee,"7,114,400",1020,"9,161,160"
Tony Aguirre,"7,114,324",711,"11,605,697"
All Time Low,"7,104,957",1081,"8,234,139"
Bibi Babydoll,"7,102,405",954,"9,086,016"
фрози,"7,090,595",1038,"9,534,124"
Beach Bunny,"7,088,611",951,"9,416,022"
Joan Jett & the Blackhearts,"7,080,546",734,"12,101,033"
Shiloh Dynasty,"7,079,960",724,"10,081,564"
La Joaqui,"7,076,858",610,"10,853,959"
Cali Y El Dandee,"7,070,511",1004,"8,378,982"
Ski Mask The Slump God,"7,059,588",738,"10,318,769"
Neil Diamond,"7,058,435",1101,"9,202,321"
Mecano,"7,053,064",1371,"7,754,098"
Oh Wonder,"7,048,191",902,"9,535,371"
FIFTY FIFTY,"7,046,514",70,"37,675,143"
Manuel Medrano,"7,039,591",1044,"9,035,565"
Nick Jonas,"7,039,103",844,"8,943,545"
Gryffin,"7,037,761",654,"10,446,335"
Blackstreet,"7,037,071",1504,"7,209,480"
Raffaella Carrà,"7,033,075",296,"22,229,065"
Dennis Lloyd,"7,026,314",908,"10,566,810"
Mc Magal,"7,022,253",1603,"7,030,460"
Breaking Benjamin,"7,020,661",1433,"7,579,665"
isq,"7,011,159",1346,"7,989,281"
Poppy Baskcomb,"7,009,908",1440,"7,653,454"
Angel Y Khriz,"7,008,283",1240,"7,150,443"
Saindhavi,"7,002,808",1600,"7,002,808"
The Red Clay Strays,"7,000,033",1526,"7,180,411"
Café Tacvba,"6,995,127",1316,"7,376,080"
Don Diablo,"6,993,197",1235,"8,151,794"
Armenta,"6,986,184",1615,"6,986,184"
Yovie Widianto,"6,969,963",1335,"7,994,227"
42 Dugg,"6,969,353",816,"9,279,623"
Brandy,"6,955,761",880,"10,686,420"
Intocable,"6,950,888",1182,"7,852,171"
Eric Land,"6,947,139",1399,"7,868,161"
Afgan,"6,946,608",1312,"7,899,069"
YOVNGCHIMI,"6,937,246",586,"12,923,482"
Baby Gang,"6,933,650",1179,"8,309,083"
PSY,"6,931,469",1429,"6,932,343"
DYSTINCT,"6,931,192",1021,"9,711,892"
Ricardo Montaner,"6,926,864",1040,"7,854,090"
La T y La M,"6,919,168",1556,"7,220,118"
VINAI,"6,905,232",1013,"9,188,363"
Shinedown,"6,895,666",1511,"7,046,950"
YUNGBLUD,"6,895,385",1022,"8,656,515"
Neon Trees,"6,885,308",1062,"9,321,298"
Grimes,"6,885,298",1449,"7,125,333"
Mr. Probz,"6,882,733",1320,"7,029,177"
Chino & Nacho,"6,879,422",1626,"6,879,422"
