Artist,Total_Streams,As_Lead,Solo,As_Feature,Daily_Streams,Daily_As_Lead,Daily_As_Feature,Tracks,Tracks_As_Lead,Tracks_Solo,Tracks_As_Feature
Lele Pons,1 058 802 690,837 494 071,274 885 316,221 308 619,245 737,190 432,55 305,30,21,4,9
Yalın,1 058 860 255,1 024 649 174,984 887 619,34 211 081,1 296 595,1 263 467,33 128,102,97,90,5
Burak Bulut,1 060 847 918,788 957 843,231 819 507,271 890 075,734 769,576 428,158 341,59,42,17,17
Niro,1 059 112 622,964 918 421,650 716 340,94 194 201,522 543,479 206,43 337,268,247,193,21
KC & The Sunshine Band,1 060 799 206,1 060 799 206,1 058 902 589,0,559 012,559 012,0,92,92,84,0
LIZOT,1 060 612 709,693 055 097,51 475 627,367 557 612,504 128,354 932,149 196,137,88,10,49
Kenya Grace,1 061 117 520,1 055 864 900,1 055 864 900,5 252 620,686 771,684 851,1 920,18,16,16,2
RANI,1 061 516 901,10 346 107,10 045 117,1 051 170 794,172 476,11 523,160 953,48,17,16,31
TAEYANG,1 062 723 036,992 037 405,494 209 167,70 685 631,1 059 396,614 833,444 563,88,79,65,9
Brennan Heart,1 062 898 315,682 040 191,115 965 878,380 858 124,311 906,184 687,127 219,271,214,89,57
Mos Def,1 064 051 627,599 537 057,568 342 437,464 514 570,445 754,206 233,239 521,112,83,73,29
Natalia Jiménez,1 064 127 678,690 454 066,483 982 638,373 673 612,392 621,273 149,119 472,108,92,72,16
Extremoduro,1 064 221 057,1 064 221 057,1 056 980 289,0,564 136,564 136,0,141,141,139,0
AJ Mitchell,1 065 395 013,935 997 796,616 644 844,129 397 217,193 688,104 924,88 764,48,44,38,4
Ice Nine Kills,1 064 534 093,977 073 346,785 033 220,87 460 747,596 194,521 347,74 847,145,132,116,13
Vini Vici,1 064 875 436,219 697 885,60 331 800,845 177 551,454 054,92 538,361 516,174,82,18,92
Carole King,1 065 562 161,1 062 479 894,1 008 399 505,3 082 267,411 991,411 225,766,208,201,179,7
Nusrat Fateh Ali Khan,1 063 067 988,610 616 418,300 954 573,452 451 570,1 392 396,931 081,461 315,356,333,238,23
DrefQuila,1 065 933 003,681 144 701,476 846 801,384 788 302,451 188,159 524,291 664,175,142,90,33
Dopebwoy,1 066 210 740,723 379 268,95 330 735,342 831 472,278 350,218 202,60 148,125,92,33,33
Zé Ramalho,1 066 867 239,664 287 696,617 520 728,402 579 543,566 376,377 301,189 075,290,235,213,55
VIC MENSA,1 066 975 103,695 867 164,348 727 239,371 107 939,149 301,51 959,97 342,130,66,27,64
Tream,1 067 651 514,951 048 272,12 645 750,116 603 242,1 288 530,1 158 121,130 409,152,142,20,10
Dinos,1 067 768 121,969 530 559,611 340 762,98 237 562,662 528,619 136,43 392,188,156,110,32
Bowling For Soup,1 067 636 701,1 066 459 993,1 059 387 430,1 176 708,320 667,319 354,1 313,244,242,232,2
Chris Rea,1 067 894 953,1 064 351 059,1 064 351 059,3 543 894,253 758,251 530,2 228,252,251,251,1
The Pointer Sisters,1 067 937 909,1 067 318 622,1 067 318 622,619 287,499 225,499 070,155,89,87,87,2
Chord Overstreet,1 067 950 227,1 067 950 227,1 037 064 608,0,493 587,493 587,0,27,27,25,0
Grupo Los de la O,1 068 013 058,1 023 167 787,756 495 700,44 845 271,635 824,623 595,12 229,132,118,94,14
SFR,1 069 217 418,0,0,1 069 217 418,277 964,0,277 964,106,0,0,106
Marama,1 069 419 321,936 270 635,581 743 008,133 148 686,517 913,354 866,163 047,56,44,26,12
Nickoog Clk,1 069 922 478,447 742 710,152 593 548,622 179 768,470 211,201 715,268 496,73,35,18,38
Lovejoy,1 070 273 792,1 070 273 792,1 070 273 792,0,186 155,186 155,0,22,22,22,0
Fidel Rueda,1 071 067 105,1 062 517 951,1 055 307 230,8 549 154,976 074,971 000,5 074,165,159,156,6
Mesita,1 071 474 131,820 853 866,389 743 005,250 620 265,497 471,433 284,64 187,87,58,33,29
Luciano Pavarotti,1 069 400 962,111 756 923,810 240,957 644 039,449 090,41 726,407 364,500,31,2,469
Eli Young Band,1 072 086 539,1 059 465 959,1 053 117 186,12 620 580,262 796,260 947,1 849,105,103,101,2
Joan Jett & the Blackhearts,1 072 278 674,1 026 706 078,1 021 554 540,45 572 596,539 959,529 548,10 411,132,129,125,3
Glenn Fredly,1 074 899 231,670 870 705,569 982 567,404 028 526,684 914,434 811,250 103,116,109,68,7
Hivi!,1 072 855 247,1 025 843 221,960 163 053,47 012 026,1 310 631,1 100 838,209 793,49,44,42,5
Kotim,1 075 000 214,61 483 454,154 309,1 013 516 760,544 936,20 892,524 044,79,29,1,50
Javier Rosas Y Su Artillería Pesada,1 075 672 683,697 905 067,428 325 429,377 767 616,658 549,547 324,111 225,166,148,97,18
Simba La Rue,1 075 165 740,669 506 722,107 415 020,405 659 018,1 429 023,1 042 530,386 493,71,47,8,24
Jerry Smith,1 075 511 025,429 861 500,241 468 785,645 649 525,185 793,62 235,123 558,69,33,16,36
The Civil Wars,1 075 840 113,836 824 018,836 824 018,239 016 095,138 047,103 195,34 852,59,58,58,1
Los Gemelos De Sinaloa,1 076 214 340,1 013 115 582,714 165 827,63 098 758,1 155 015,1 116 301,38 714,139,133,113,6
GASHI,1 076 439 653,803 956 485,321 534 998,272 483 168,105 982,83 616,22 366,116,89,60,27
Timeflies,1 076 728 082,1 071 724 520,881 599 913,5 003 562,64 419,63 833,586,101,100,80,1
ARASHI,1 076 466 162,1 076 466 162,1 070 011 547,0,467 412,467 412,0,369,369,368,0
Future Islands,1 077 728 949,763 672 922,735 518 592,314 056 027,303 889,169 809,134 080,109,106,93,3
TATOOL,1 076 989 192,0,0,1 076 989 192,497 380,0,497 380,10,0,0,10
Justin Hurwitz,1 076 967 548,1 076 967 548,1 006 929 234,0,477 619,477 619,0,144,144,136,0
Andmesh,1 077 489 987,1 066 626 066,1 065 286 054,10 863 921,2 198 543,2 167 805,30 738,27,23,22,4
Flow G,1 078 579 014,583 375 975,358 018 985,495 203 039,1 427 038,792 178,634 860,38,18,9,20
Tom MacDonald,1 077 912 563,1 059 506 059,771 690 091,18 406 504,444 644,410 972,33 672,151,148,96,3
Luis Alfonso Partida El Yaki,1 079 184 259,535 693 566,252 761 503,543 490 693,523 220,250 199,273 021,271,197,96,74
SHINee,1 076 983 147,1 076 983 147,1 076 280 939,0,363 610,363 610,0,329,329,326,0
The Magician,1 079 951 474,334 329 718,58 056 424,745 621 756,503 582,95 460,408 122,81,58,7,23
Emilee,1 080 587 589,76 690 240,76 690 240,1 003 897 349,293 271,20 321,272 950,17,13,13,4
Teyana Taylor,1 080 584 523,934 590 597,585 329 325,145 993 926,309 482,288 341,21 141,66,52,32,14
Timal,1 080 345 178,897 164 581,604 301 312,183 180 597,411 655,355 955,55 700,135,107,91,28
Żabson,1 080 210 045,759 275 240,314 968 537,320 934 805,505 749,398 941,106 808,158,116,47,42
Massimo Pericolo,1 079 961 265,744 264 177,52 449 859,335 697 088,359 703,237 724,121 979,83,55,13,28
Wrabel,1 081 651 615,545 703 179,488 184 205,535 948 436,175 062,76 031,99 031,121,80,63,41
Quintino,1 082 261 657,461 349 464,257 646 669,620 912 193,125 504,67 537,57 967,140,98,54,42
Pk,1 082 751 311,642 826 046,5 427 671,439 925 265,452 920,273 986,178 934,71,30,3,41
Gang Starr,1 083 264 220,1 083 264 220,801 029 546,0,636 266,636 266,0,139,139,99,0
HBz,1 082 937 647,691 575 692,148 990 702,391 361 955,726 406,451 829,274 577,182,129,26,53
Justine Skye,1 084 527 043,1 037 736 981,101 044 033,46 790 062,474 407,469 060,5 347,68,64,48,4
Meat Loaf,1 084 727 404,1 084 001 636,1 015 252 112,725 768,409 416,408 992,424,220,219,205,1
ALMA,1 083 947 129,496 288 425,350 498 311,587 658 704,133 022,67 219,65 803,97,71,41,26
Dopamine,1 085 353 136,4 337 157,547 875,1 081 015 979,359 055,1 332,357 723,14,5,1,9
The Used,1 086 474 891,944 978 877,929 609 137,141 496 014,368 141,318 649,49 492,214,207,202,7
Brooks,1 085 760 974,159 478 375,53 620 223,926 282 599,134 636,21 346,113 290,56,24,8,32
Nathan Dawe,1 086 218 524,1 015 185 127,20 663 493,71 033 397,378 498,363 588,14 910,78,51,2,27
Jeet Gannguli,1 088 307 746,880 443 103,21 928 300,207 864 643,1 489 342,1 206 551,282 791,196,77,16,119
Hurts,1 088 156 143,394 632 312,363 065 803,693 523 831,418 473,121 348,297 125,111,104,81,7
Mahalia,1 087 267 891,874 885 908,546 632 710,212 381 983,260 506,177 805,82 701,114,100,67,14
The Band,1 085 604 462,1 018 263 173,916 303 919,67 341 289,502 472,446 386,56 086,413,329,264,84
Callejeros,1 088 531 210,1 088 531 210,1 088 531 210,0,640 786,640 786,0,125,125,125,0
Simge,1 088 791 207,906 111 604,869 141 289,182 679 603,1 212 085,1 098 501,113 584,49,44,39,5
Kaash Paige,1 090 731 893,800 596 612,718 767 813,290 135 281,836 136,715 979,120 157,62,45,34,17
Don Henley,1 088 626 450,1 031 457 993,1 018 280 808,57 168 457,463 899,437 368,26 531,79,70,66,9
Gigolo Y La Exce,1 088 791 331,583 862 435,85 504 665,504 928 896,503 719,185 373,318 346,118,63,34,55
Lucas Lucco,1 091 603 783,897 059 325,384 239 539,194 544 458,165 821,108 104,57 717,215,187,137,28
Tommee Profitt,1 090 722 732,1 084 753 670,15 824 883,5 969 062,464 920,459 138,5 782,202,200,20,2
Chaka Khan,1 091 781 768,560 943 427,537 202 248,530 838 341,412 914,196 992,215 922,192,149,129,43
Jamie xx,1 092 333 261,913 552 347,326 471 067,178 780 914,496 145,442 721,53 424,66,43,23,23
CYRIL,1 094 548 887,627 971 587,527 973 848,466 577 300,3 203 682,1 693 658,1 510 024,34,24,11,10
Sheppard,1 092 662 706,1 092 662 706,1 070 004 193,0,287 061,287 061,0,77,77,66,0
ERNEST,1 094 560 936,528 202 683,173 264 557,566 358 253,1 313 902,457 471,856 431,83,72,61,11
Huncho Jack,1 095 796 219,1 095 796 219,0,0,222 644,222 644,0,13,13,0,0
Kubi Producent,1 095 933 513,173 926 344,144 230,922 007 169,747 234,207 706,539 528,145,36,1,109
Justice,1 094 841 264,1 060 102 645,794 230 435,34 738 619,588 031,577 921,10 110,176,154,117,22
Within Temptation,1 093 920 519,1 074 261 681,827 525 564,19 658 838,423 382,414 518,8 864,283,281,242,2
Flipp Dinero,1 095 984 674,1 089 793 929,841 812 469,6 190 745,189 844,189 223,621,40,36,30,4
Miriam Bryant,1 096 309 584,862 190 773,598 283 842,234 118 811,354 485,294 385,60 100,107,87,71,20
Mayday Parade,1 096 676 949,1 096 676 949,1 089 225 688,0,255 446,255 446,0,146,146,139,0
Raekwon,1 097 635 754,236 176 118,46 042 618,861 459 636,356 060,65 757,290 303,296,125,56,171
André 3000,1 097 786 147,41 561 687,41 561 687,1 056 224 460,835 639,26 694,808 945,46,15,15,31
Ak4:20,1 097 797 650,664 976 412,355 518 240,432 821 238,434 444,238 046,196 398,108,67,45,41
AronChupa,1 098 594 897,990 812 908,30 600 842,107 781 989,263 405,243 905,19 500,47,38,5,9
Marcos Witt,1 098 029 948,997 509 638,785 191 964,100 520 310,790 687,719 181,71 506,423,406,352,17
Eraserheads,1 099 689 884,1 099 689 884,1 099 556 615,0,735 447,735 447,0,155,155,154,0
Malú,1 100 371 332,769 421 980,555 304 715,330 949 352,318 392,209 839,108 553,207,186,151,21
LÉON,1 101 396 429,973 698 420,932 638 536,127 698 009,185 730,171 962,13 768,70,59,51,11
Cold War Kids,1 101 276 146,1 091 410 662,987 937 004,9 865 484,249 851,246 137,3 714,184,182,162,2
Harrdy Sandhu,1 100 389 596,929 366 899,265 816 485,171 022 697,940 181,814 073,126 108,44,36,16,8
Michael Schulte,1 101 734 233,1 044 983 074,914 188 173,56 751 159,403 254,393 383,9 871,132,123,114,9
Yasin,1 102 007 967,991 259 532,853 274 781,110 748 435,1 032 001,962 994,69 007,116,102,82,14
Fort Minor,1 103 291 304,1 102 692 469,87 435 672,598 835,346 566,346 140,426,31,30,12,1
Buena Vista Social Club,1 102 150 839,1 102 150 839,963 438 070,0,441 670,441 670,0,69,69,56,0
Rei,1 103 599 441,592 305 121,86 555 252,511 294 320,361 827,196 583,165 244,63,47,20,16
Nicole Scherzinger,1 103 565 923,279 724 871,195 232 785,823 841 052,355 459,51 262,304 197,88,51,36,37
Lil Jon & The East Side Boyz,1 103 478 628,994 594 270,31 946 167,108 884 358,468 002,425 273,42 729,75,72,22,3
CADE,1 104 884 652,37 567 830,32 093 742,1 067 316 822,111 629,2 197,109 432,42,21,16,21
4 Non Blondes,1 104 154 282,1 104 154 282,1 102 877 367,0,631 780,631 780,0,16,16,15,0
Gilberto Gil,1 102 177 243,737 382 886,615 991 578,364 794 357,479 983,319 008,160 975,595,497,393,98
Puddle Of Mudd,1 106 294 730,1 106 294 730,1 106 294 730,0,611 895,611 895,0,83,83,83,0
Randy Travis,1 105 400 456,1 090 310 413,1 069 604 091,15 090 043,600 378,592 242,8 136,242,240,218,2
Digga D,1 107 620 317,936 457 471,599 325 317,171 162 846,358 378,270 456,87 922,100,80,52,20
Charlie Wilson,1 108 089 699,222 815 656,188 626 801,885 274 043,541 741,63 246,478 495,137,93,70,44
Chandler Moore,1 109 029 962,52 794 978,40 108 363,1 056 234 984,1 347 866,111 640,1 236 226,122,20,15,102
Die Antwoord,1 108 836 925,1 108 836 925,1 003 014 937,0,275 597,275 597,0,122,122,94,0
Frankie Valli & The Four Seasons,1 109 391 553,1 109 391 553,1 109 391 553,0,515 897,515 897,0,161,161,161,0
311,1 110 054 590,1 102 507 563,1 098 904 654,7 547 027,377 574,371 426,6 148,268,267,256,1
Hollow Coves,1 110 361 185,1 064 558 779,1 041 781 807,45 802 406,844 466,837 817,6 649,47,46,37,1
Ol' Dirty Bastard,1 110 507 702,501 348 534,308 898 069,609 159 168,454 928,183 738,271 190,92,60,53,32
Gojira,1 111 049 362,1 109 418 432,1 099 091 452,1 630 930,607 456,607 049,407,116,115,114,1
Ulices Chaidez,1 113 072 550,1 066 692 608,941 779 079,46 379 942,386 204,373 433,12 771,172,160,124,12
Paty Cantú,1 112 248 139,942 656 568,657 923 095,169 591 571,426 353,365 151,61 202,174,137,102,37
Julien Baker,1 112 822 297,241 597 417,238 515 604,871 224 880,701 734,55 918,645 816,78,54,47,24
MC WM,1 111 807 490,844 652 897,314 267 349,267 154 593,286 047,217 052,68 995,107,75,28,32
Quando Rondo,1 113 073 227,810 849 819,544 929 924,302 223 408,289 216,222 885,66 331,191,171,141,20
Madame,1 113 216 706,631 716 828,424 051 907,481 499 878,397 489,195 452,202 037,71,41,31,30
Eddie Vedder,1 114 035 597,1 069 940 434,1 013 587 596,44 095 163,362 588,335 161,27 427,73,63,53,10
Gloria Gaynor,1 115 355 334,1 111 508 768,1 101 926 348,3 846 566,537 053,535 752,1 301,135,130,122,5
Vengaboys,1 115 354 603,1 063 452 977,1 057 948 907,51 901 626,574 033,556 806,17 227,68,63,52,5
Payung Teduh,1 118 141 842,1 118 141 842,1 006 791 239,0,958 330,958 330,0,51,51,42,0
Birdman,1 117 663 974,446 318 847,9 950 449,671 345 127,599 664,136 443,463 221,216,125,22,91
Walker Hayes,1 117 766 726,1 035 780 819,967 156 100,81 985 907,310 386,235 985,74 401,96,88,79,8
Stevie Ray Vaughan,1 118 996 488,1 079 165 714,1 069 815 769,39 830 774,369 567,352 026,17 541,187,167,166,20
Soft Cell,1 119 254 043,1 119 254 043,1 087 386 140,0,523 977,523 977,0,98,98,78,0
Dom Dolla,1 119 405 529,804 750 471,459 226 495,314 655 058,1 010 515,804 996,205 519,68,46,7,22
Pendulum,1 119 596 044,1 034 352 470,758 394 386,85 243 574,349 344,309 534,39 810,123,121,71,2
La Factoria,1 119 931 576,1 115 306 245,546 005 539,4 625 331,861 069,858 843,2 226,33,32,27,1
Seu Jorge,1 119 815 221,800 094 437,698 829 633,319 720 784,599 431,413 947,185 484,198,147,107,51
El-P,1 119 894 561,99 870 908,29 955 783,1 020 023 653,262 606,21 346,241 260,132,63,41,69
Black Veil Brides,1 119 998 986,1 119 998 986,1 113 363 748,0,396 545,396 545,0,130,130,128,0
Monica,1 120 038 516,689 982 662,608 152 633,430 055 854,470 142,205 969,264 173,130,105,79,25
Dj Guuga,1 120 352 965,946 462 910,194 678 619,173 890 055,646 354,616 538,29 816,181,151,82,30
Ronan Keating,1 120 396 785,1 102 014 222,1 022 121 693,18 382 563,389 773,383 609,6 164,177,170,139,7
Los Pericos,1 122 395 116,1 111 978 832,737 596 207,10 416 284,498 016,491 547,6 469,214,210,183,4
BAEKHYUN,1 120 795 714,791 888 874,764 268 465,328 906 840,473 298,321 642,151 656,66,55,49,11
The Red Jumpsuit Apparatus,1 120 685 539,1 120 685 539,1 120 685 539,0,476 669,476 669,0,95,95,95,0
Annalisa,1 122 183 778,744 663 582,608 968 415,377 520 196,574 968,311 102,263 866,130,115,100,15
Achille Lauro,1 122 798 018,874 898 408,283 413 258,247 899 610,390 902,350 055,40 847,164,142,61,22
Leiva,1 122 854 123,1 040 625 054,844 248 650,82 229 069,436 959,377 191,59 768,122,102,81,20
Alex & Sierra,1 123 156 334,1 114 195 170,1 114 195 170,8 961 164,151 218,150 239,979,26,21,21,5
Poison,1 124 860 112,1 124 860 112,1 124 860 112,0,485 151,485 151,0,130,130,130,0
Metronomy,1 125 093 780,1 109 985 072,1 016 599 634,15 108 708,442 486,427 665,14 821,218,207,120,11
Peter Gabriel,1 123 896 229,1 100 032 629,1 076 193 396,23 863 600,528 343,524 784,3 559,327,324,302,3
Los Caligaris,1 126 017 909,1 022 882 599,818 399 153,103 135 310,458 969,411 457,47 512,189,175,140,14
Culture Club,1 126 891 324,1 113 835 053,1 111 237 363,13 056 271,529 225,525 628,3 597,100,81,77,19
HIRAIDAI,1 126 434 685,1 126 434 685,1 110 371 179,0,386 487,386 487,0,218,218,208,0
Noyz Narcos,1 128 070 749,628 055 986,267 092 992,500 014 763,507 157,208 625,298 532,171,115,54,56
El Bebeto,1 127 814 797,1 047 038 536,1 037 943 042,80 776 261,618 679,579 369,39 310,143,118,108,25
Los Prisioneros,1 129 489 255,1 129 489 255,1 129 489 255,0,667 927,667 927,0,132,132,132,0
Stephanie Beatriz,1 128 326 999,238 028 651,0,890 298 348,440 095,98 352,341 743,11,1,0,10
Megan Moroney,1 129 573 999,1 097 543 247,1 068 060 366,32 030 752,2 276 728,2 215 316,61 412,50,48,46,2
Against The Current,1 129 380 374,437 234 365,391 724 242,692 146 009,414 597,112 587,302 010,70,64,59,6
Armand Van Helden,1 129 689 598,499 719 987,216 072 067,629 969 611,517 254,294 746,222 508,195,111,35,84
PSY,1 130 500 851,1 130 500 851,647 648 705,0,738 328,738 328,0,68,68,38,0
Bonn,1 130 446 884,1 640 398,1 640 398,1 128 806 486,561 878,178,561 700,19,1,1,18
Teoman,1 129 780 356,1 083 219 247,1 022 103 613,46 561 109,591 599,570 209,21 390,284,258,249,26
boy pablo,1 130 744 847,1 130 744 847,1 090 158 867,0,236 799,236 799,0,40,40,35,0
João Bosco & Vinicius,1 130 893 209,998 403 741,577 126 310,132 489 468,564 157,513 874,50 283,305,280,209,25
Jairo Vera,1 131 211 811,548 901 009,239 749 378,582 310 802,1 291 725,453 736,837 989,159,55,24,104
Fred De Palma,1 131 069 265,1 095 417 747,311 304 446,35 651 518,244 680,233 791,10 889,115,106,60,9
Foxes,1 131 150 795,299 525 834,269 261 457,831 624 961,312 252,32 625,279 627,97,84,68,13
Diego Torres,1 131 202 314,1 046 976 661,736 594 111,84 225 653,524 291,488 058,36 233,177,161,135,16
Henrique & Diego,1 131 857 144,999 799 845,468 219 406,132 057 299,277 663,248 253,29 410,102,89,70,13
Laylow,1 132 941 938,933 088 556,631 799 025,199 853 382,479 939,387 069,92 870,104,81,62,23
Paky,1 132 537 963,662 781 571,347 075 008,469 756 392,763 456,489 553,273 903,59,30,16,29
Virgoun,1 132 907 028,1 132 907 028,710 025 842,0,1 234 091,1 234 091,0,10,10,8,0
Bad Meets Evil,1 133 223 711,1 133 223 711,834 588 733,0,351 552,351 552,0,13,13,9,0
Cherish,1 134 209 453,173 802 590,49 740 077,960 406 863,385 917,89 718,296 199,41,31,24,10
Chris Isaak,1 135 713 227,1 119 708 115,1 114 740 606,16 005 112,939 146,935 270,3 876,213,211,208,2
GIULIA BE,1 135 500 355,1 036 760 965,949 101 351,98 739 390,329 931,272 654,57 277,62,52,47,10
José Alfredo Jimenez,1 136 500 310,1 124 751 438,1 095 622 110,11 748 872,519 104,510 324,8 780,235,223,190,12
G.E.M.,1 135 916 885,1 049 473 362,1 022 730 090,86 443 523,570 431,537 452,32 979,168,166,162,2
CORBAL,1 136 739 387,350 584 234,0,786 155 153,543 755,73 821,469 934,159,21,0,138
Brian Eno,1 133 171 386,817 566 503,630 806 203,315 604 883,388 623,245 634,142 989,481,330,238,151
Claptone,1 136 914 889,825 464 646,110 024 099,311 450 243,332 666,210 496,122 170,184,146,36,38
3OH!3,1 137 389 520,999 029 810,691 652 085,138 359 710,384 535,303 320,81 215,96,92,81,4
Palak Muchhal,1 138 402 165,579 932 808,232 633 781,558 469 357,1 393 237,691 631,701 606,132,60,21,72
CAKE,1 138 152 453,1 138 152 453,1 138 152 453,0,401 194,401 194,0,92,92,92,0
Big Soto,1 138 704 456,402 405 220,150 538 694,736 299 236,423 079,147 290,275 789,213,138,65,75
BJ The Chicago Kid,1 142 721 899,328 597 958,192 343 196,814 123 941,251 871,44 040,207 831,137,77,44,60
Damien Rice,1 142 163 267,1 136 843 553,1 132 520 946,5 319 714,212 638,210 444,2 194,67,61,58,6
salvia palth,1 139 436 507,1 139 436 507,1 139 436 507,0,1 272 301,1 272 301,0,30,30,30,0
Haddaway,1 142 807 362,1 121 942 375,1 072 252 206,20 864 987,899 108,895 020,4 088,58,52,44,6
MOTi,1 143 148 057,310 859 047,19 418 116,832 289 010,162 893,42 654,120 239,220,99,15,121
Huey Lewis & The News,1 143 312 477,1 142 839 819,1 142 839 819,472 658,496 391,496 085,306,122,121,121,1
Zeynep Bastık,1 144 938 852,867 058 131,689 512 062,277 880 721,476 819,368 256,108 563,39,33,26,6
RK,1 147 418 349,925 394 310,729 435 449,222 024 039,342 648,223 713,118 935,169,140,118,29
Muni Long,1 145 920 299,699 252 044,646 537 269,446 668 255,1 007 921,751 252,256 669,85,62,46,23
India Martinez,1 146 456 663,742 042 123,359 508 271,404 414 540,354 626,221 246,133 380,152,130,106,22
The Isley Brothers,1 144 438 201,1 130 621 103,1 076 952 085,13 817 098,365 743,360 332,5 411,244,229,193,15
Claude Debussy,1 143 818 689,1 142 384 632,0,1 434 057,617 908,617 079,829,470,465,0,5
Marc Seguí,1 147 756 101,1 109 645 530,122 289 458,38 110 571,1 008 554,994 850,13 704,56,47,32,9
Asha Bhosle,1 144 188 082,656 192 292,118 421 710,487 995 790,1 264 202,766 506,497 696,396,274,117,122
Clams Casino,1 148 945 173,329 616 314,94 487 210,819 328 859,1 455 606,394 573,1 061 033,103,83,67,20
FAST BOY,1 149 080 988,168 225 334,21 692 521,980 855 654,726 472,169 887,556 585,43,8,1,35
